1	8 
2	14 
3	18 
4	12 
5	10 
6	18 
7	10 
8	8 
9	2 
10	7 
11	3 
12	18 
13	14 
14	5 
15	10 
16	16 
17	10 
18	10 
19	17 
20	10 
21	15 
22	1 
23	8 
24	11 
25	6 
26	17 
27	5 
28	9 
29	13 
30	17 
31	8 
32	5 
33	11 
34	17 
35	10 
36	9 
37	18 
38	9 
39	6 
40	17 
41	7 
42	20 
43	11 
44	11 
45	4 
46	12 
47	18 
48	13 
49	16 
50	18 
51	10 
52	8 
53	11 
54	11 
55	14 
56	10 
57	5 
58	14 
59	6 
60	4 
61	18 
62	9 
63	6 
64	6 
65	5 
66	11 
67	18 
68	2 
69	2 
70	6 
71	20 
72	11 
73	14 
74	17 
75	10 
76	9 
77	14 
78	11 
79	9 
80	17 
81	17 
82	16 
83	2 
84	6 
85	3 
86	17 
87	2 
88	19 
89	1 
90	7 
91	12 
92	10 
93	2 
94	11 
95	15 
96	1 
97	16 
98	9 
99	18 
100	13 
101	2 
102	20 
103	5 
104	18 
105	9 
106	13 
107	9 
108	18 
109	3 
110	2 
111	10 
112	7 
113	17 
114	6 
115	2 
116	4 
117	10 
118	14 
119	18 
120	14 
121	10 
122	12 
123	9 
124	5 
125	3 
126	14 
127	3 
128	14 
129	20 
130	13 
131	7 
132	1 
133	15 
134	16 
135	15 
136	7 
137	15 
138	10 
139	16 
140	13 
141	17 
142	5 
143	16 
144	1 
145	13 
146	11 
147	10 
148	10 
149	10 
150	2 
151	9 
152	14 
153	11 
154	10 
155	2 
156	16 
157	2 
158	7 
159	11 
160	10 
161	19 
162	18 
163	10 
164	11 
165	10 
166	17 
167	18 
168	5 
169	2 
170	3 
171	10 
172	19 
173	17 
174	17 
175	12 
176	4 
177	19 
178	12 
179	6 
180	14 
181	12 
182	10 
183	4 
184	10 
185	15 
186	20 
187	20 
188	19 
189	13 
190	14 
191	20 
192	11 
193	2 
194	14 
195	11 
196	14 
197	16 
198	17 
199	2 
200	17 
201	10 
202	11 
203	18 
204	6 
205	10 
206	15 
207	19 
208	11 
209	11 
210	17 
211	17 
212	13 
213	6 
214	6 
215	18 
216	16 
217	8 
218	16 
219	8 
220	18 
221	9 
222	17 
223	19 
224	7 
225	6 
226	14 
227	20 
228	9 
229	9 
230	10 
231	13 
232	13 
233	18 
234	4 
235	18 
236	13 
237	17 
238	13 
239	18 
240	15 
241	8 
242	1 
243	3 
244	19 
245	19 
246	1 
247	11 
248	13 
249	6 
250	1 
251	18 
252	2 
253	16 
254	7 
255	10 
256	2 
257	11 
258	6 
259	1 
260	1 
261	15 
262	11 
263	3 
264	5 
265	6 
266	3 
267	15 
268	11 
269	18 
270	11 
271	1 
272	10 
273	13 
274	9 
275	18 
276	2 
277	9 
278	13 
279	2 
280	3 
281	16 
282	5 
283	7 
284	18 
285	3 
286	10 
287	16 
288	6 
289	9 
290	12 
291	17 
292	4 
293	10 
294	7 
295	1 
296	19 
297	14 
298	4 
299	7 
300	9 
301	4 
302	18 
303	16 
304	20 
305	18 
306	6 
307	17 
308	13 
309	9 
310	18 
311	18 
312	16 
313	6 
314	7 
315	20 
316	7 
317	8 
318	6 
319	11 
320	11 
321	3 
322	9 
323	13 
324	1 
325	3 
326	6 
327	6 
328	15 
329	9 
330	10 
331	20 
332	15 
333	11 
334	11 
335	1 
336	8 
337	16 
338	14 
339	17 
340	11 
341	16 
342	18 
343	14 
344	19 
345	1 
346	15 
347	1 
348	12 
349	16 
350	10 
351	4 
352	4 
353	5 
354	17 
355	20 
356	17 
357	13 
358	7 
359	6 
360	3 
361	17 
362	15 
363	18 
364	12 
365	5 
366	1 
367	12 
368	6 
369	14 
370	10 
371	18 
372	10 
373	17 
374	10 
375	14 
376	4 
377	9 
378	17 
379	13 
380	18 
381	7 
382	11 
383	17 
384	14 
385	13 
386	4 
387	7 
388	2 
389	6 
390	14 
391	20 
392	6 
393	7 
394	13 
395	2 
396	6 
397	6 
398	17 
399	12 
400	19 
401	14 
402	16 
403	14 
404	5 
405	2 
406	3 
407	19 
408	19 
409	6 
410	13 
411	10 
412	13 
413	3 
414	16 
415	5 
416	12 
417	16 
418	6 
419	11 
420	10 
421	10 
422	6 
423	14 
424	6 
425	20 
426	6 
427	9 
428	10 
429	3 
430	15 
431	18 
432	11 
433	6 
434	10 
435	8 
436	9 
437	9 
438	13 
439	18 
440	20 
441	1 
442	8 
443	10 
444	14 
445	15 
446	1 
447	11 
448	13 
449	12 
450	18 
451	12 
452	10 
453	5 
454	10 
455	3 
456	3 
457	17 
458	3 
459	6 
460	4 
461	4 
462	9 
463	11 
464	2 
465	6 
466	10 
467	14 
468	19 
469	7 
470	17 
471	20 
472	18 
473	10 
474	6 
475	12 
476	2 
477	18 
478	18 
479	11 
480	11 
481	19 
482	18 
483	3 
484	3 
485	17 
486	15 
487	3 
488	19 
489	13 
490	9 
491	11 
492	2 
493	11 
494	16 
495	18 
496	13 
497	14 
498	11 
499	11 
500	13 
501	18 
502	11 
503	10 
504	6 
505	5 
506	17 
507	18 
508	16 
509	8 
510	9 
511	5 
512	14 
513	2 
514	18 
515	1 
516	2 
517	6 
518	9 
519	14 
520	2 
521	12 
522	15 
523	2 
524	15 
525	9 
526	18 
527	2 
528	11 
529	4 
530	19 
531	6 
532	8 
533	11 
534	2 
535	11 
536	17 
537	9 
538	10 
539	16 
540	9 
541	16 
542	20 
543	8 
544	10 
545	6 
546	8 
547	17 
548	4 
549	7 
550	17 
551	18 
552	12 
553	9 
554	9 
555	18 
556	7 
557	11 
558	4 
559	11 
560	18 
561	9 
562	9 
563	4 
564	6 
565	18 
566	18 
567	4 
568	20 
569	5 
570	13 
571	18 
572	5 
573	6 
574	8 
575	2 
576	16 
577	2 
578	10 
579	10 
580	19 
581	10 
582	18 
583	18 
584	6 
585	10 
586	14 
587	15 
588	11 
589	17 
590	2 
591	16 
592	17 
593	2 
594	10 
595	18 
596	7 
597	5 
598	16 
599	5 
600	9 
601	19 
602	6 
603	18 
604	1 
605	3 
606	20 
607	11 
608	17 
609	7 
610	18 
611	6 
612	17 
613	6 
614	10 
615	2 
616	18 
617	9 
618	14 
619	12 
620	6 
621	11 
622	7 
623	7 
624	17 
625	14 
626	18 
627	12 
628	5 
629	20 
630	14 
631	19 
632	11 
633	6 
634	11 
635	9 
636	2 
637	11 
638	9 
639	7 
640	18 
641	4 
642	7 
643	6 
644	6 
645	1 
646	1 
647	18 
648	13 
649	7 
650	10 
651	20 
652	5 
653	6 
654	18 
655	19 
656	11 
657	6 
658	2 
659	8 
660	6 
661	13 
662	5 
663	2 
664	11 
665	15 
666	6 
667	12 
668	2 
669	18 
670	8 
671	7 
672	7 
673	15 
674	15 
675	17 
676	8 
677	2 
678	11 
679	6 
680	9 
681	11 
682	17 
683	20 
684	18 
685	14 
686	11 
687	9 
688	14 
689	17 
690	19 
691	14 
692	17 
693	20 
694	6 
695	10 
696	15 
697	9 
698	9 
699	6 
700	5 
701	18 
702	9 
703	10 
704	17 
705	11 
706	13 
707	11 
708	17 
709	14 
710	10 
711	12 
712	18 
713	10 
714	13 
715	2 
716	13 
717	17 
718	11 
719	9 
720	3 
721	12 
722	11 
723	8 
724	8 
725	18 
726	10 
727	11 
728	10 
729	9 
730	15 
731	7 
732	7 
733	20 
734	19 
735	16 
736	2 
737	2 
738	7 
739	6 
740	18 
741	7 
742	15 
743	18 
744	14 
745	18 
746	16 
747	14 
748	10 
749	12 
750	11 
751	15 
752	11 
753	10 
754	7 
755	13 
756	16 
757	5 
758	6 
759	10 
760	16 
761	4 
762	17 
763	4 
764	6 
765	11 
766	18 
767	3 
768	19 
769	16 
770	18 
771	12 
772	5 
773	5 
774	14 
775	4 
776	18 
777	12 
778	1 
779	9 
780	14 
781	16 
782	4 
783	20 
784	11 
785	20 
786	1 
787	18 
788	14 
789	7 
790	17 
791	7 
792	16 
793	13 
794	2 
795	20 
796	13 
797	17 
798	4 
799	18 
800	6 
801	11 
802	11 
803	10 
804	16 
805	16 
806	6 
807	6 
808	11 
809	7 
810	18 
811	14 
812	11 
813	17 
814	20 
815	16 
816	20 
817	18 
818	14 
819	15 
820	15 
821	11 
822	17 
823	18 
824	17 
825	3 
826	6 
827	17 
828	10 
829	12 
830	12 
831	11 
832	6 
833	9 
834	10 
835	15 
836	7 
837	7 
838	10 
839	20 
840	18 
841	5 
842	6 
843	17 
844	11 
845	10 
846	16 
847	10 
848	14 
849	3 
850	16 
851	11 
852	18 
853	13 
854	7 
855	17 
856	5 
857	11 
858	2 
859	7 
860	18 
861	2 
862	4 
863	17 
864	10 
865	12 
866	18 
867	20 
868	16 
869	11 
870	10 
871	7 
872	12 
873	18 
874	5 
875	5 
876	4 
877	6 
878	17 
879	2 
880	7 
881	5 
882	7 
883	2 
884	10 
885	11 
886	4 
887	10 
888	11 
889	11 
890	20 
891	4 
892	5 
893	7 
894	9 
895	2 
896	15 
897	10 
898	14 
899	9 
900	13 
901	6 
902	10 
903	18 
904	15 
905	12 
906	9 
907	4 
908	10 
909	18 
910	16 
911	10 
912	11 
913	14 
914	2 
915	6 
916	6 
917	13 
918	9 
919	2 
920	20 
921	15 
922	17 
923	14 
924	6 
925	6 
926	11 
927	17 
928	6 
929	16 
930	10 
931	9 
932	13 
933	6 
934	17 
935	6 
936	6 
937	11 
938	10 
939	10 
940	16 
941	7 
942	14 
943	16 
944	2 
945	18 
946	10 
947	17 
948	5 
949	9 
950	6 
951	10 
952	18 
953	2 
954	13 
955	10 
956	6 
957	10 
958	7 
959	11 
960	17 
961	9 
962	10 
963	17 
964	16 
965	16 
966	11 
967	10 
968	7 
969	16 
970	18 
971	14 
972	17 
973	13 
974	6 
975	14 
976	14 
977	7 
978	6 
979	10 
980	2 
981	6 
982	10 
983	11 
984	2 
985	10 
986	2 
987	17 
988	14 
989	16 
990	13 
991	14 
992	14 
993	9 
994	14 
995	10 
996	13 
997	14 
998	2 
999	14 
1000	2 
