degree distribution (probability density function of the degree in logarithmic bins) 
10.4286	0.124271
12.4713	0.076544
14.9793	0.0601842
17.8351	0.0342759
20.9367	0.0237655
24.3896	0.0197203
28.1803	0.0133001
33.4762	0.0116942
39.3509	0.00900757
46.3182	0.00591954
50	0.000343605

degree distribution (degree-occurrences) 
10	0.124
11	0.093
12	0.083
13	0.074
14	0.052
15	0.044
16	0.049
17	0.037
18	0.039
19	0.021
20	0.031
21	0.022
22	0.026
23	0.021
24	0.021
25	0.019
26	0.016
27	0.026
28	0.009
29	0.015
30	0.011
31	0.011
32	0.008
33	0.016
34	0.009
35	0.006
36	0.013
37	0.008
38	0.016
39	0.009
40	0.006
41	0.008
42	0.01
43	0.006
44	0.001
45	0.009
46	0.008
47	0.007
48	0.003
49	0.01
50	0.003


--------------------------------------
community distribution (size-occurrences)
20	0.0416667
21	0.0416667
22	0.0833333
24	0.0833333
25	0.0416667
28	0.0416667
30	0.0416667
31	0.0833333
32	0.0416667
34	0.0416667
36	0.0416667
41	0.0416667
42	0.0416667
43	0.0416667
50	0.0416667
58	0.0833333
62	0.0416667
85	0.0416667
87	0.0416667
94	0.0416667


--------------------------------------
mixing parameter
0	0.998
0.027027	0.001
0.0666667	0.001

--------------------------------------
